anime_id,title,score,popularity,release_year
53802,2.5-jigen no Ririsa,7.42,1727,2024
50552,Yowamushi Pedal: Limit Break,7.42,4573,2022
13349,Chouyaku Hyakuninisshu: Uta Koi.,7.42,4391,2012
25183,Gangsta.,7.42,394,2015
32696,Fukigen na Mononokean,7.42,1814,2016
6573,Darker than Black: Ryuusei no Gemini,7.42,609,2009
36934,Captain Tsubasa (2018),7.42,2631,2018
13115,Hakuouki: Reimeiroku,7.42,3124,2012
37349,Goblin Slayer,7.42,134,2018
242,Gokusen,7.42,3394,2004
18465,Genshiken Nidaime,7.41,3250,2013
24703,High School DxD BorN,7.41,254,2015
50002,Edens Zero 2nd Season,7.42,2673,2023
76,Mahou Shoujo Lyrical Nanoha,7.41,2190,2004
34012,Isekai Shokudou,7.41,957,2017
9938,Ikoku Meiro no Croisée The Animation,7.41,3115,2011
23281,Psycho-Pass 2,7.41,344,2014
8557,Shinryaku! Ika Musume,7.41,1279,2010
879,Simoun,7.41,3665,2006
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.41,1199,2015
200,Tenshi na Konamaiki,7.41,4509,2002
2923,Shugo Chara!,7.41,1195,2007
30296,Rakudai Kishi no Cavalry,7.41,176,2015
3613,Toshokan Sensou,7.41,2706,2008
35078,Mitsuboshi Colors,7.41,2195,2018
11319,Zero no Tsukaima F,7.41,579,2012
33094,WWW.Working!!,7.41,1610,2016
64,Rozen Maiden,7.4,1257,2004
18523,Senyuu. 2,7.4,3176,2013
16417,Tamako Market,7.4,559,2013
1728,Super GALS! Kotobuki Ran,7.4,4843,2001
3974,Tetsuwan Birdy Decode,7.4,2281,2008
50710,Urusei Yatsura (2022),7.4,1356,2022
16123,Saki: Zenkoku-hen,7.4,4001,2014
44191,Tropical-Rouge! Precure,7.4,5937,2021
11433,Ano Natsu de Matteru,7.4,647,2012
16011,Tokyo Ravens,7.4,486,2013
39469,Tsugu Tsugumomo,7.4,2017,2020
364,Gallery Fake,7.4,5738,2005
3006,Atashin'chi,7.4,8401,2002
40842,Idoly Pride,7.4,2835,2021
13663,To LOVE-Ru Darkness,7.4,678,2012
15051,Love Live! School Idol Project,7.4,543,2013
3731,Itazura na Kiss,7.39,919,2008
15315,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,7.4,399,2013
33490,Kaitou Joker 4th Season,7.39,9257,2016
9834,Level E,7.39,2348,2011
1579,Kiniro no Corda: Primo Passo,7.4,2313,2006
327,Puchi Pri*Yucie,7.4,5728,2002
98,Mai-HiME,7.39,2049,2004
32526,Love Live! Sunshine!!,7.39,1404,2016
55749,Megami no Café Terrace 2nd Season,7.39,2692,2024
2596,Shinreigari,7.39,1637,2007
57325,Ramen Akaneko,7.39,5656,2024
14289,Suki tte Ii na yo.,7.39,342,2012
59,Chobits,7.39,490,2002
40904,Bokutachi no Remake,7.39,706,2021
42391,Osomatsu-san 3rd Season,7.39,4887,2020
5684,Fresh Precure!,7.39,5456,2009
10793,Guilty Crown,7.39,122,2011
57362,Hoshifuru Oukoku no Nina,7.39,3060,2024
22729,Aldnoah.Zero,7.38,461,2014
31580,Ajin,7.38,392,2016
1316,Idaten Jump,7.39,5089,2005
56843,Goukon ni Ittara Onna ga Inakatta Hanashi,7.39,2998,2024
15613,Hakkenden: Touhou Hakken Ibun,7.38,2066,2013
39586,Hataraku Saibou!!,7.38,922,2021
25731,Cross Ange: Tenshi to Ryuu no Rondo,7.38,1229,2014
38959,Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note,7.38,1625,2019
48483,Mieruko-chan,7.38,450,2021
14527,Medaka Box Abnormal,7.38,1704,2012
52657,Ousama Ranking: Yuuki no Takarabako,7.38,1656,2023
134,Gunslinger Girl,7.38,1350,2003
47159,Tensai Ouji no Akaji Kokka Saisei Jutsu,7.38,834,2022
34494,Sakura Quest,7.38,1642,2017
48643,Koi wa Sekai Seifuku no Ato de,7.38,1010,2022
156,X,7.38,2520,2001
10620,Mirai Nikki (TV),7.38,39,2011
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,7.37,4945,2015
1840,Zero no Tsukaima: Futatsuki no Kishi,7.38,469,2007
5233,Slayers Evolution-R,7.37,4238,2009
131,Saiyuuki Reload Gunlock,7.37,4890,2004
181,Vandread: The Second Stage,7.37,3238,2001
1292,Afro Samurai,7.37,651,2007
2014,Taiho Shichau zo: Second Season,7.37,6389,2001
11235,Amagami SS+ Plus,7.37,1501,2012
52082,Shiro Seijo to Kuro Bokushi,7.37,2362,2023
53407,Bartender: Kami no Glass,7.37,1918,2024
50854,"Benriya Saitou-san, Isekai ni Iku",7.37,1254,2023
586,Ayakashi: Japanese Classic Horror,7.37,2603,2006
20785,Mahouka Koukou no Rettousei,7.37,147,2014
165,RahXephon,7.37,1971,2002
40908,Kemono Jihen,7.36,630,2021
59425,NegaPosi Angler,7.37,2964,2024
36565,Major 2nd,7.36,4144,2018
31798,Kiznaiver,7.36,282,2016
20541,Mikakunin de Shinkoukei,7.36,628,2014
11013,Inu x Boku SS,7.36,471,2012
4114,Onegai My Melody: Kurukuru Shuffle!,7.36,8151,2006
39988,Isekai Quartet 2,7.36,1079,2020
130,Saiyuuki Reload,7.36,4057,2003
167,Scrapped Princess,7.36,2290,2003
38787,Senryuu Shoujo,7.36,1375,2019
38472,Isekai Quartet,7.37,640,2019
25,Sunabouzu,7.36,1730,2004
54913,"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",7.36,1393,2024
53356,Shuumatsu Train Doko e Iku?,7.36,2545,2024
25519,Yuuki Yuuna wa Yuusha de Aru,7.36,1620,2014
2942,Sketchbook: Full Color's,7.36,4288,2007
35249,Uma Musume: Pretty Derby,7.36,1313,2018
38476,Heya Camp△,7.36,2254,2020
51586,D4DJ All Mix,7.36,5784,2023
35756,Comic Girls,7.36,1725,2018
41587,Boku no Hero Academia 5th Season,7.35,111,2021
6895,Hakuouki,7.35,1527,2010
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7.35,777,2016
50685,Kaginado Season 2,7.35,5958,2022
489,Kamichu!,7.35,2952,2005
35889,Hakata Tonkotsu Ramens,7.35,1613,2018
44204,Kyokou Suiri Season 2,7.35,1466,2023
57947,Mayonaka Punch,7.35,3209,2024
1878,Kaze no Shoujo Emily,7.35,7478,2007
2489,Onegai My Melody,7.35,5381,2005
2216,Shigurui,7.35,1907,2007
11933,Oda Nobuna no Yabou,7.35,891,2012
40056,Deca-Dence,7.35,846,2020
168,s.CRY.ed,7.35,2539,2001
53833,Watashi no Oshi wa Akuyaku Reijou.,7.35,1783,2023
38005,Strike Witches: Road to Berlin,7.35,4442,2020
183,Whistle!,7.35,5868,2002
30649,Shin Atashin'chi,7.35,9681,2015
23421,Re:␣Hamatora,7.34,1520,2014
57810,Shoushimin Series,7.35,1888,2024
56228,Rekishi ni Nokoru Akujo ni Naru zo,7.34,1984,2024
24037,Selector Spread WIXOSS,7.34,2654,2014
50185,Ryman's Club,7.34,2565,2022
30344,The iDOLM@STER Cinderella Girls 2nd Season,7.34,4026,2015
15911,Yuyushiki,7.35,2128,2013
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,7.34,684,2020
798,Yomigaeru Sora: Rescue Wings,7.34,5782,2006
4654,Toaru Majutsu no Index,7.34,245,2008
40060,BNA,7.34,664,2020
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,7.34,1549,2018
344,Futatsu no Spica,7.34,6613,2003
33506,Ao no Exorcist: Kyoto Fujouou-hen,7.34,270,2017
12149,AKB0048,7.34,3024,2012
1454,Kemonozume,7.34,2660,2006
40513,Nami yo Kiitekure,7.34,2472,2020
27787,Nisekoi:,7.34,307,2015
58080,Kenka Dokugaku,7.33,2471,2024
30016,Nanbaka,7.33,748,2016
54883,Mononogatari 2nd Season,7.33,3848,2023
20709,Sabage-bu!,7.33,1622,2014
34102,Sakurada Reset,7.33,1685,2017
18893,Aoki Hagane no Arpeggio: Ars Nova,7.33,1679,2013
2337,Tetsujin 28-gou (2004),7.33,8185,2004
48471,Tsuki to Laika to Nosferatu,7.33,1558,2021
5141,Taishou Yakyuu Musume.,7.33,5090,2009
40004,Bokutachi wa Benkyou ga Dekinai!,7.33,852,2019
32648,Handa-kun,7.33,830,2016
33241,Honobono Log,7.33,2556,2016
3549,Allison to Lillia,7.32,3726,2008
23311,Garo: Honoo no Kokuin,7.33,1720,2014
48649,Fuuto Tantei,7.32,2754,2022
18507,Free!,7.32,255,2013
52481,Gimai Seikatsu,7.32,1364,2024
15863,Ginga Kikoutai Majestic Prince,7.32,3201,2013
8841,Kore wa Zombie desu ka?,7.32,370,2011
3225,Minami-ke Okawari,7.32,2775,2008
11617,High School DxD,7.32,92,2012
1565,Pokemon Diamond & Pearl,7.32,1640,2006
47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",7.32,393,2021
1590,Legendz: Yomigaeru Ryuuou Densetsu,7.32,10101,2004
10232,Tamayura: Hitotose,7.32,3443,2011
18041,Rozen Maiden (2013),7.32,2604,2013
31884,Mahoutsukai Precure!,7.32,5702,2016
113,Uchuu no Stellvia,7.32,4774,2003
764,Zoids Shinseiki/Zero,7.32,4455,2001
10798,Un-Go,7.32,1655,2011
53770,Sentai Daishikkaku,7.31,1406,2024
5355,Sengoku Basara,7.31,1583,2009
40902,Shokugeki no Souma: Gou no Sara,7.31,428,2020
42826,Seijo no Maryoku wa Bannou desu,7.31,1154,2021
38759,Sewayaki Kitsune no Senko-san,7.31,702,2019
3712,Zero no Tsukaima: Princesses no Rondo,7.31,547,2008
50,Aa! Megami-sama! (TV),7.31,1592,2005
68,Black Cat,7.31,969,2005
10884,Saki Achiga-hen: Episode of Side-A,7.31,3973,2012
53698,World Dai Star,7.31,5691,2023
1589,Bartender,7.31,2244,2006
21681,Hanayamata,7.31,2124,2014
35376,Himouto! Umaru-chan R,7.31,1003,2017
52973,Megami no Café Terrace,7.31,1660,2023
52173,Koori Zokusei Danshi to Cool na Douryou Joshi,7.31,1089,2023
50461,Otome Game Sekai wa Mob ni Kibishii Sekai desu,7.31,725,2022
36652,Piano no Mori (TV),7.31,1865,2018
59175,Ooi! Tonbo 2nd Season,7.31,8617,2024
3358,Kure-nai,7.31,2428,2008
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",7.31,228,2020
13261,Inazuma Eleven Go: Chrono Stone,7.3,2994,2012
38483,Ore wo Suki nano wa Omae dake ka yo,7.3,508,2019
2744,Potemayo,7.3,5190,2007
13599,Robotics;Notes,7.3,1449,2012
5909,Seitokai no Ichizon,7.3,1327,2009
1744,Wagamama☆Fairy Mirumo de Pon!,7.3,5191,2002
42587,Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,7.3,4743,2021
43470,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,7.3,1595,2022
16353,Love Lab,7.3,1288,2013
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,7.3,1308,2015
31500,High School Fleet,7.3,2174,2016
1684,Dotto Koni-chan,7.3,8733,2000
2986,Bamboo Blade,7.29,2458,2007
4189,Fuyu no Sonata,7.3,4880,2009
48857,Healer Girl,7.29,4094,2022
51020,Helck,7.29,2103,2023
28869,Kaitou Joker 2nd Season,7.29,8026,2015
36884,Hisone to Maso-tan,7.29,2510,2018
38753,Araburu Kisetsu no Otome-domo yo.,7.29,717,2019
476,Ginban Kaleidoscope,7.29,3413,2005
9200,Dae Jang Geum: Jang Geum's Dream 2,7.3,11606,2007
53434,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",7.29,1374,2024
5984,Ristorante Paradiso,7.29,3488,2009
54855,Senpai wa Otokonoko,7.29,2587,2024
35330,Poputepipikku,7.29,1179,2018
34086,Tales of Zestiria the Cross 2nd Season,7.29,1582,2017
959,Shin Chou Kyou Ryo: Condor Hero,7.29,7149,2001
944,The Third: Aoi Hitomi no Shoujo,7.29,5043,2006
32105,Sousei no Onmyouji,7.29,449,2016
57533,Youkai Gakkou no Sensei Hajimemashita!,7.29,3767,2024
198,Speed Grapher,7.29,2016,2005
7662,Shinrei Tantei Yakumo,7.29,1841,2010
6381,Strike Witches 2,7.28,2530,2010
878,Zegapain,7.28,4130,2006
13333,Tari Tari,7.28,1601,2012
51461,Tonari no Youkai-san,7.28,4934,2024
34863,Zoku Touken Ranbu: Hanamaru,7.28,4389,2018
27,Trinity Blood,7.28,1378,2005
505,Fushigiboshi no☆Futagohime,7.28,6164,2005
36317,Gaikotsu Shotenin Honda-san,7.28,1983,2018
18229,Gatchaman Crowds,7.28,1427,2013
9893,Suite Precure♪,7.28,5548,2011
845,Kiba,7.28,2639,2006
14811,GJ-bu,7.28,1475,2013
1536,Busou Renkin,7.28,1505,2006
34787,Idol Time PriPara,7.28,7603,2017
28013,Macross Δ,7.28,2623,2016
28623,Koutetsujou no Kabaneri,7.28,237,2016
519,Mahoraba: Heartful Days,7.28,4668,2005
45486,Kuma Kuma Kuma Bear Punch!,7.28,2439,2023
17505,Mushibugyou,7.28,2394,2013
33983,Onihei,7.28,3820,2017
483,Kurau Phantom Memory,7.27,4291,2004
16009,Kamisama no Inai Nichiyoubi,7.27,1196,2013
158,Maria-sama ga Miteru,7.27,2771,2004
99,Mai-Otome,7.27,3354,2005
40497,Mahouka Koukou no Rettousei: Raihousha-hen,7.27,681,2020
161,Peace Maker Kurogane,7.28,3133,2003
41833,Kyuuketsuki Sugu Shinu,7.27,2328,2021
15751,Senyuu.,7.27,2058,2013
32175,Shounen Maid,7.27,2499,2016
33362,Starmyu 2nd Season,7.27,5579,2017
49520,Aharen-san wa Hakarenai,7.27,690,2022
101,Air,7.27,889,2005
8676,Amagami SS,7.27,652,2010
4038,Zettai Karen Children,7.27,3525,2008
3859,Top Secret: The Revelation,7.27,5275,2008
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,7.27,720,2014
272,Noir,7.27,2033,2001
356,Fate/stay night,7.27,188,2006
49692,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,7.27,2770,2022
55877,Henjin no Salad Bowl,7.27,2902,2024
37403,Ahiru no Sora,7.26,1278,2019
14345,Btooom!,7.26,220,2012
653,Galaxy Angel 3,7.27,6800,2002
53613,Dead Mount Death Play,7.26,980,2023
38186,Bokutachi wa Benkyou ga Dekinai,7.26,533,2019
14967,Boku wa Tomodachi ga Sukunai Next,7.26,440,2013
1778,Dae Jang Geum: Jang Geum's Dream,7.26,9158,2005
54632,Gekai Elise,7.26,2168,2024
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,7.26,361,2021
52,Kidou Tenshi Angelic Layer,7.26,3102,2001
3958,Kannagi,7.26,1509,2008
31414,Nijiiro Days,7.26,1123,2016
4186,Koukaku no Regios,7.26,1232,2009
2929,Moonlight Mile 2nd Season: Touch Down,7.26,8943,2007
6560,Popee the Performer,7.26,6399,2000
710,Rec,7.26,2106,2006
11499,Sankarea,7.26,368,2012
1655,Nerima Daikon Brothers,7.26,7117,2006
44275,Selection Project,7.26,3560,2021
4884,Tales of the Abyss,7.26,1981,2008
49438,Isekai Yakkyoku,7.26,1045,2022
855,Strawberry Panic,7.26,1695,2006
28497,Rokka no Yuusha,7.25,357,2015
4618,RideBack,7.25,3474,2009
45425,Slow Loop,7.25,2907,2022
5277,Sekirei: Pure Engagement,7.25,1072,2010
2129,True Tears,7.26,1217,2008
37993,Watashi ni Tenshi ga Maiorita!,7.25,1263,2019
30901,Utawarerumono: Itsuwari no Kamen,7.25,2096,2015
75,Soukyuu no Fafner: Dead Aggressor,7.25,3417,2004
42192,Edens Zero,7.25,963,2021
1858,Gakuen Utopia Manabi Straight!,7.25,4320,2007
6574,Hanamaru Youchien,7.25,2297,2010
41710,Genjitsu Shugi Yuusha no Oukoku Saikenki,7.25,576,2021
52367,Isekai Shikkaku,7.25,1219,2024
18295,Kakumeiki Valvrave 2nd Season,7.25,2367,2013
2927,KimiKiss Pure Rouge,7.25,2426,2007
5150,Hatsukoi Limited.,7.25,2233,2009
50384,Mononogatari,7.25,2688,2023
33654,Hitorijime My Hero,7.25,1484,2017
6712,Natsu no Arashi! Akinaichuu,7.25,5121,2009
13585,Natsuyuki Rendezvous,7.25,2527,2012
42282,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,7.25,1019,2021
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.25,3478,2012
51794,Nanatsu no Taizai: Mokushiroku no Yonkishi,7.25,2480,2023
9181,Motto To LOVE-Ru,7.25,761,2010
54617,Kyuujitsu no Warumono-san,7.24,2283,2024
31670,Kaitou Joker 3rd Season,7.24,8741,2016
35413,Imouto sae Ireba Ii.,7.24,732,2017
335,Matantei Loki Ragnarok,7.24,3917,2003
738,MÄR,7.24,3276,2005
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,7.24,6503,2006
152,Solty Rei,7.24,4361,2005
5034,Shikabane Hime: Kuro,7.24,2668,2009
4028,Slayers Revolution,7.24,3951,2008
3577,Kyouran Kazoku Nikki,7.24,4547,2008
11179,Papa no Iukoto wo Kikinasai!,7.24,1334,2012
3655,Nabari no Ou,7.24,1560,2008
42962,Uzaki-chan wa Asobitai! Double,7.24,1107,2022
40532,Appare-Ranman!,7.24,1820,2020
282,Angel Heart,7.24,5374,2005
22433,Break Blade,7.24,2316,2014
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,7.24,224,2019
37140,Gegege no Kitarou (2018),7.24,3259,2018
1678,Cyborg 009: The Cyborg Soldier,7.24,4085,2001
1313,Digimon Adventure 02,7.24,1191,2000
411,Gun x Sword,7.24,2619,2005
20689,Hamatora The Animation,7.24,874,2014
27829,Heavy Object,7.24,1636,2015
40272,A3! Season Autumn & Winter,7.23,4926,2020
34618,Blend S,7.24,335,2017
11633,Blood Lad,7.23,318,2013
6676,Asura Cryin' 2,7.23,3049,2009
15109,Cuticle Tantei Inaba,7.23,2142,2013
2036,Cosmic Baton Girl Comet-san☆,7.23,8726,2001
31771,Amanchu!,7.23,2384,2016
1250,Erementar Gerad,7.23,2341,2005
915,Ginga Densetsu Weed,7.23,5742,2005
21039,Gatchaman Crowds Insight,7.23,2695,2015
1222,Bokura ga Ita,7.23,1144,2006
16732,Kiniro Mosaic,7.23,1421,2013
40974,Kuma Kuma Kuma Bear,7.23,1463,2020
40833,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,7.23,5765,2020
34281,High School DxD Hero,7.23,446,2018
51498,Masamune-kun no Revenge R,7.23,1101,2023
6980,Kaidan Restaurant,7.23,5596,2009
51986,Pui Pui Molcar: Driving School,7.23,8721,2022
3342,Mnemosyne: Mnemosyne no Musume-tachi,7.23,1372,2008
28621,Subete ga F ni Naru,7.23,1479,2015
42668,Taisou Zamurai,7.23,3083,2020
15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,7.23,4064,2013
7,Witch Hunter Robin,7.23,1982,2002
4382,Suzumiya Haruhi no Yuuutsu (2009),7.23,437,2009
1110,Mermaid Melody Pichi Pichi Pitch Pure,7.23,3531,2004
31374,Shingeki! Kyojin Chuugakkou,7.22,959,2015
960,Shin Chou Kyou Ryo: Condor Hero II,7.23,9897,2005
11757,Sword Art Online,7.22,6,2012
50652,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,7.22,2198,2023
5958,Sora no Otoshimono,7.22,501,2009
37716,Beelzebub-jou no Okinimesu mama.,7.22,2247,2018
8915,Dantalian no Shoka,7.22,1662,2011
485,Damekko Doubutsu,7.22,6651,2005
482,Yu☆Gi☆Oh! Duel Monsters GX,7.22,1192,2004
39026,Dumbbell Nan Kilo Moteru?,7.22,611,2019
34279,Grancrest Senki,7.22,792,2018
55774,"Himesama ""Goumon"" no Jikan desu",7.22,2703,2024
4550,Hyakko,7.22,3630,2008
35639,Just Because!,7.22,806,2017
34933,Kakegurui,7.22,79,2017
29325,Koukaku Kidoutai Arise: Alternative Architecture,7.22,3679,2015
41514,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,7.22,1026,2023
12467,Nazo no Kanojo X,7.22,765,2012
37023,Layton Mystery Tanteisha: Katri no Nazotoki File,7.22,5525,2018
1374,Kyoushoku Soukou Guyver (2005),7.22,4905,2005
14833,Maoyuu Maou Yuusha,7.22,478,2013
5597,Natsu no Arashi!,7.22,3224,2009
940,Inukami!,7.21,2850,2006
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7.21,4574,2008
42340,Meikyuu Black Company,7.21,1090,2021
330,Midori no Hibi,7.21,1491,2004
521,Mermaid Melody Pichi Pichi Pitch,7.21,2523,2003
38098,Mix: Meisei Story,7.22,4718,2019
30911,Tales of Zestiria the Cross,7.21,789,2016
9241,Super Robot Taisen OG: The Inspector,7.21,6775,2010
33726,Saiyuuki Reload Blast,7.21,3817,2017
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.21,242,2015
38480,Toaru Kagaku no Accelerator,7.21,1066,2019
30740,Young Black Jack,7.21,2528,2015
306,Abenobashi Mahou☆Shoutengai,7.21,2378,2002
22273,Selector Infected WIXOSS,7.21,1678,2014
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,7.21,705,2016
1524,Fuujin Monogatari,7.21,5236,2004
24625,Gundam Build Fighters Try,7.21,3578,2014
38656,Darwin's Game,7.21,404,2020
11759,Accel World,7.2,304,2012
20853,Hitsugi no Chaika,7.21,661,2014
35849,Darling in the FranXX,7.2,61,2018
5356,Canaan,7.2,1124,2009
1450,Brigadoon: Marin to Melan,7.2,5938,2000
53128,Atri: My Dear Moments,7.2,2669,2024
40128,Arte,7.2,1803,2020
34662,Fate/Apocrypha,7.2,494,2017
246,Groove Adventure Rave,7.2,2242,2001
15699,Haiyore! Nyaruko-san W,7.2,1420,2013
41006,Higurashi no Naku Koro ni Gou,7.2,911,2020
2030,El Cazador de la Bruja,7.2,3177,2007
49979,Akuyaku Reijou nanode Last Boss wo Kattemimashita,7.2,1285,2022
12875,Ginga e Kickoff!!,7.2,4584,2012
40230,Housekishou Richard-shi no Nazo Kantei,7.2,2829,2020
40880,Kiratto Pri☆chan Season 3,7.2,10447,2020
47160,Goblin Slayer II,7.2,657,2023
1722,Nagasarete Airantou,7.2,2210,2007
49040,Lupin III: Part 6,7.2,4904,2021
13409,Moyashimon Returns,7.2,4766,2012
10110,Mayo Chiki!,7.2,480,2011
6030,Needless,7.2,1751,2009
5854,Shin Chou Kyou Ryo: Condor Hero III,7.2,10811,2008
935,Witchblade,7.2,2012,2006
52962,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story",7.2,2411,2023
341,Spiral: Suiri no Kizuna,7.2,3312,2002
1195,Zero no Tsukaima,7.2,244,2006
48406,Re-Main,7.19,1750,2021
5226,Souten Kouro,7.19,5363,2009
11341,Tantei Opera Milky Holmes Dai 2 Maku,7.19,5388,2012
51692,Yoru wa Neko to Issho,7.19,5813,2022
712,Zoids Genesis,7.19,5713,2005
7058,Uragiri wa Boku no Namae wo Shitteiru,7.19,2221,2010
34901,Beyblade Burst God,7.19,5097,2017
36633,Date A Live III,7.19,604,2019
1534,Futari wa Precure: Splash☆Star,7.19,5830,2006
20509,Fate/kaleid liner Prisma☆Illya 2wei!,7.19,1551,2014
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.19,187,2013
42361,"Ijiranaide, Nagatoro-san",7.19,239,2021
20457,"Inari, Konkon, Koi Iroha.",7.19,1535,2014
4551,Hakushaku to Yousei,7.19,1912,2008
3467,Nogizaka Haruka no Himitsu,7.19,1834,2008
655,Galaxy Angel 4,7.19,7266,2004
6116,Mainichi Kaasan,7.19,10419,2009
1126,Figure 17: Tsubasa & Hikaru,7.19,5899,2001
4903,Kyou no 5 no 2 (TV),7.18,4074,2008
1808,Kamichama Karin,7.18,3284,2007
2152,Oh! Edo Rocket,7.18,6210,2007
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.18,2239,2012
37086,Kakegurui××,7.18,258,2019
56964,Raise wa Tanin ga Ii,7.18,1788,2024
6758,Tatakau Shisho: The Book of Bantorra,7.18,2855,2009
8934,Star Driver: Kagayaki no Takuto,7.18,2056,2010
35220,Youkai Apartment no Yuuga na Nichijou,7.18,2854,2017
5525,07-Ghost,7.18,1241,2009
1932,Yes! Precure 5,7.18,5329,2007
173,Tactics,7.18,3815,2004
37204,Aikatsu Friends!,7.18,6238,2018
10396,Ben-To,7.18,784,2011
19163,Date A Live II,7.18,348,2014
27631,God Eater,7.18,433,2015
37490,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",7.18,3671,2018
104,Ayashi no Ceres,7.17,3000,2000
5675,Basquash!,7.18,3512,2009
31163,Dimension W,7.17,886,2016
37338,Chuukan Kanriroku Tonegawa,7.17,3721,2018
1132,Digimon Frontier,7.17,1609,2002
4726,Druaga no Tou: The Sword of Uruk,7.17,2701,2009
953,Juu Ou Sei,7.17,2747,2006
51614,Ao no Orchestra,7.17,2935,2023
94,Kidou Senshi Gundam SEED Destiny,7.17,2121,2004
24031,Denki-gai no Honya-san,7.18,1868,2014
10870,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),7.17,6325,2007
41619,Munou na Nana,7.17,714,2020
6604,Kuruneko,7.17,9003,2009
107,Ou Dorobou Jing,7.17,3958,2002
34126,Rewrite 2nd Season,7.17,2054,2017
4581,Shikabane Hime: Aka,7.17,1930,2008
55265,"Tensei Kizoku, Kantei Skill de Nariagaru",7.17,1459,2024
3322,Wagaya no Oinari-sama.,7.17,4290,2008
1965,Sola,7.16,2269,2007
390,Suzuka,7.16,2029,2005
3000,Taiho Shichau zo: Full Throttle,7.16,6631,2007
23587,The iDOLM@STER Cinderella Girls,7.16,2686,2015
41762,Tenchi Souzou Design-bu,7.16,2555,2021
48556,Takt Op. Destiny,7.16,436,2021
3692,Yes! Precure 5 GoGo!,7.16,6266,2008
12711,Uta no☆Prince-sama♪ Maji Love 2000%,7.16,2108,2013
2683,Tokyo Majin Gakuen Kenpuuchou: Tou Dai Ni Maku,7.16,3929,2007
15611,Cardfight!! Vanguard: Link Joker-hen,7.16,4867,2013
9346,Battle Spirits: Brave,7.16,9113,2010
3627,D.C.II S.S.: Da Capo II Second Season,7.16,4438,2008
37447,Karakuri Circus,7.16,1818,2018
274,Kiddy Grade,7.16,3526,2002
49154,High Card,7.16,1852,2023
34712,Kujira no Kora wa Sajou ni Utau,7.16,1116,2017
32494,Days,7.16,1719,2016
24231,Hitsugi no Chaika: Avenging Battle,7.16,1253,2014
1013,Le Chevalier D'Eon,7.16,3036,2006
51705,Otonari ni Ginga,7.16,1515,2023
31952,Kono Bijutsu-bu ni wa Mondai ga Aru!,7.16,842,2016
147,Kimi ga Nozomu Eien,7.16,1741,2003
49519,Hakozume: Kouban Joshi no Gyakushuu,7.16,3219,2022
19369,Outbreak Company,7.16,698,2013
6023,Nogizaka Haruka no Himitsu Purezza ♪,7.16,2816,2009
15379,Kotoura-san,7.15,742,2013
1691,Kaze no Stigma,7.15,534,2007
52934,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu",7.15,1901,2023
28387,Joukamachi no Dandelion,7.15,1465,2015
42822,Kai Byoui Ramune,7.15,2487,2021
34978,Nobunaga no Shinobi: Ise Kanegasaki-hen,7.15,6185,2017
1538,Pumpkin Scissors,7.15,3643,2006
