anime_id,title,score,popularity,release_year
31478,Bungou Stray Dogs,7.8,89,2016
48702,Dance Dance Danseur,7.8,2267,2022
2035,Eikoku Koi Monogatari Emma: Molders-hen,7.8,3845,2007
31433,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.8,2260,2018
12445,Tasogare Otome x Amnesia,7.81,578,2012
253,Jungle wa Itsumo Hare nochi Guu,7.8,3515,2001
40046,Id:Invaded,7.81,620,2020
48926,"Komi-san wa, Comyushou desu.",7.8,189,2021
33489,Little Witch Academia (TV),7.8,332,2017
31592,Pokemon XY&Z,7.8,1639,2015
11123,Sekaiichi Hatsukoi 2,7.8,1522,2011
57559,MF Ghost 2nd Season,7.8,3769,2024
12403,Yuru Yuri♪♪,7.8,1309,2012
32093,Tanaka-kun wa Itsumo Kedaruge,7.8,493,2016
45055,Taishou Otome Otogibanashi,7.79,1593,2021
21185,Baby Steps,7.79,1607,2014
22319,Tokyo Ghoul,7.79,10,2014
202,Wolf's Rain,7.79,766,2003
39195,Beastars,7.79,203,2019
46352,Blue Period,7.79,481,2021
55813,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,7.79,523,2024
34745,Mahoujin Guruguru (2017),7.79,4219,2017
54724,Nige Jouzu no Wakagimi,7.79,1388,2024
49738,Heike Monogatari,7.79,2478,2022
97,Last Exile,7.78,1453,2003
12413,Jormungand,7.79,676,2012
6033,Dragon Ball Kai,7.78,612,2009
31733,Bishoujo Senshi Sailor Moon Crystal Season III,7.77,2968,2016
34451,Kekkai Sensen & Beyond,7.77,536,2017
57554,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,7.77,3178,2024
20431,Hoozuki no Reitetsu,7.77,1829,2014
397,Seikai no Senki II,7.77,4861,2001
53126,Yamada-kun to Lv999 no Koi wo Suru,7.76,475,2023
29787,Gochuumon wa Usagi desu ka??,7.76,1822,2015
5231,Inazuma Eleven,7.76,1164,2008
40935,Beastars 2nd Season,7.76,516,2021
30123,Akagami no Shirayuki-hime,7.76,310,2015
49220,Isekai Ojisan,7.76,627,2022
19111,Love Live! School Idol Project 2nd Season,7.76,1009,2014
52955,Mahoutsukai no Yome Season 2,7.76,1277,2023
28999,Charlotte,7.76,65,2015
35073,Overlord II,7.75,154,2018
1887,Lucky☆Star,7.76,343,2007
5005,Tentai Senshi Sunred,7.75,5056,2008
26,Texhnolyze,7.75,968,2003
13203,Lupin the Third: Mine Fujiko to Iu Onna,7.76,2920,2012
52741,Undead Unluck,7.75,808,2023
30727,Saenai Heroine no Sodatekata ♭,7.75,670,2017
47164,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,7.74,665,2022
1571,Ghost Hunt,7.74,1143,2006
41461,Date A Live IV,7.74,958,2022
2508,Genshiken 2,7.74,2524,2007
19319,Gundam Build Fighters,7.74,2665,2013
49776,Kumichou Musume to Sewagakari,7.74,1064,2022
1281,Gakkou no Kaidan,7.75,1115,2000
21877,High Score Girl,7.74,981,2018
39196,Mairimashita! Iruma-kun,7.74,444,2019
17895,Golden Time,7.74,152,2013
3750,Maria-sama ga Miteru 4th,7.74,4944,2009
8795,Panty & Stocking with Garterbelt,7.74,585,2010
353,Ojamajo Doremi Dokkaan!,7.74,5421,2002
56768,"Tadaima, Okaeri",7.74,3731,2024
32673,Udon no Kuni no Kiniro Kemari,7.74,1795,2016
7588,Saraiya Goyou,7.74,2345,2010
154,Shaman King,7.73,696,2001
39940,Shokugeki no Souma: Shin no Sara,7.73,362,2019
407,Tantei Gakuen Q,7.73,4073,2003
54839,Yoru no Kurage wa Oyogenai,7.74,1947,2024
1818,Claymore,7.73,321,2007
5630,Higashi no Eden,7.73,414,2009
93,Kidou Senshi Gundam SEED,7.73,1469,2002
11887,Kokoro Connect,7.72,233,2012
709,Mujin Wakusei Survive,7.72,4357,2003
42670,Princess Connect! Re:Dive Season 2,7.73,1825,2022
54900,Wind Breaker,7.72,594,2024
4080,Kyou kara Maou! 3rd Series,7.72,4084,2008
54112,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,7.72,366,2023
52305,Tomo-chan wa Onnanoko!,7.72,513,2023
40906,Dragon Quest: Dai no Daibouken (2020),7.72,2687,2020
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",7.72,1297,2019
22777,Dragon Ball Kai (2014),7.72,1280,2014
37924,Ani ni Tsukeru Kusuri wa Nai! 2,7.72,3303,2018
29095,Grisaia no Rakuen,7.72,596,2015
38671,Enen no Shouboutai,7.72,94,2019
43691,Kageki Shoujo!!,7.71,2463,2021
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",7.71,412,2016
18153,Kyoukai no Kanata,7.71,131,2013
9074,Arakawa Under the Bridge x Bridge,7.71,1564,2010
6024,Chi's Sweet Home: Atarashii Ouchi,7.71,4383,2009
7724,Shiki,7.71,378,2010
24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,7.71,1996,2015
43523,Tsuki ga Michibiku Isekai Douchuu,7.71,458,2021
8311,Tegamibachi Reverse,7.71,2973,2010
479,Ueki no Housoku,7.71,1999,2005
50273,Tomodachi Game,7.71,532,2022
1562,Yamato Nadeshiko Shichihenge♥,7.71,1575,2006
53580,Tensei shitara Slime Datta Ken 3rd Season,7.7,574,2024
40620,Uramichi Oniisan,7.7,1043,2021
5074,Tetsuwan Birdy Decode:02,7.7,3291,2009
53526,Uma Musume: Pretty Derby Season 3,7.7,3438,2023
36094,Hakumei to Mikochi,7.7,2873,2018
38619,Joshikousei no Mudazukai,7.7,1894,2019
15809,Hataraku Maou-sama!,7.7,75,2013
516,Keroro Gunsou,7.7,2627,2004
14741,Chuunibyou demo Koi ga Shitai!,7.7,101,2012
10357,Jinrui wa Suitai Shimashita,7.7,1357,2012
33899,IDOLiSH7,7.69,2726,2018
48804,Isekai Shokudou 2,7.69,2157,2021
54714,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,7.69,882,2023
50586,Migi to Dali,7.69,2332,2023
34914,New Game!!,7.69,1017,2017
51536,The iDOLM@STER Cinderella Girls: U149,7.69,5531,2023
52196,Date A Live V,7.69,1882,2024
51552,Watashi no Shiawase na Kekkon,7.69,727,2023
39959,Ani ni Tsukeru Kusuri wa Nai! 3,7.68,3849,2019
120,Fruits Basket,7.69,435,2001
477,Aria the Animation,7.68,1538,2005
8426,Hourou Musuko,7.68,1877,2011
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.68,238,2015
32370,D.Gray-man Hallow,7.68,1371,2016
5835,Hanasakeru Seishounen,7.68,2843,2009
19703,Kyousou Giga (TV),7.68,1323,2013
36653,Tsurune: Kazemai Koukou Kyuudou-bu,7.68,1511,2018
33502,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,7.67,592,2017
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,7.67,3559,2017
4814,Junjou Romantica 2,7.67,1438,2008
20847,Seitokai Yakuindomo*,7.67,1012,2014
3841,Chi's Sweet Home,7.67,2949,2008
50203,Love Live! Superstar!! 2nd Season,7.67,4056,2022
31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,7.67,6307,2015
35860,Karakai Jouzu no Takagi-san,7.67,386,2018
35240,Princess Principal,7.67,1223,2017
323,Mousou Dairinin,7.66,549,2004
32491,Kanojo to Kanojo no Neko: Everything Flows,7.66,1782,2016
35503,Shoujo☆Kageki Revue Starlight,7.66,2389,2018
54842,Sugar Apple Fairy Tale Part 2,7.66,2746,2023
8516,Baka to Test to Shoukanjuu Ni!,7.66,691,2011
13535,Binbougami ga!,7.66,1104,2012
37956,3D Kanojo: Real Girl 2nd Season,7.66,1320,2019
33337,ACCA: 13-ku Kansatsu-ka,7.66,1519,2017
31859,Hai to Gensou no Grimgar,7.66,279,2016
22043,Fairy Tail (2014),7.66,169,2014
33354,Cardcaptor Sakura: Clear Card-hen,7.66,1920,2018
28249,Arslan Senki (TV),7.65,668,2015
7193,Aoi Bungaku Series,7.65,1188,2009
4192,Hayate no Gotoku!!,7.65,2070,2009
21405,Bokura wa Minna Kawai-sou,7.65,656,2014
4898,Kuroshitsuji,7.65,126,2008
5494,Konnichiwa Anne: Before Green Gables,7.65,7299,2009
874,Digimon Tamers,7.65,1295,2001
51678,Oniichan wa Oshimai!,7.65,1487,2023
32792,Kidou Senshi Gundam Unicorn RE:0096,7.65,4004,2016
48916,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,7.65,3796,2022
6213,Toaru Kagaku no Railgun,7.65,376,2009
2104,Seto no Hanayome,7.65,778,2007
5485,Shin Mazinger Shougeki! Z-hen,7.64,5669,2009
12883,Tsuritama,7.64,1529,2012
36513,Rokuhou-dou Yotsuiro Biyori,7.64,4096,2018
6956,Working!!,7.64,564,2010
53446,Tondemo Skill de Isekai Hourou Meshi,7.64,878,2023
48491,Yama no Susume: Next Summit,7.64,4658,2022
396,Seikai no Senki,7.64,4139,2000
55973,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,7.64,2537,2024
48553,Akebi-chan no Sailor-fuku,7.64,1296,2022
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,7.65,3735,2017
8525,Kami nomi zo Shiru Sekai,7.64,364,2010
74,Gakuen Alice,7.64,2245,2004
51916,Dekiru Neko wa Kyou mo Yuuutsu,7.64,2023,2023
14511,Minami-ke Tadaima,7.64,3112,2013
39071,Machikado Mazoku,7.63,1504,2019
9510,Mitsudomoe Zouryouchuu!,7.64,3534,2011
34542,Inuyashiki,7.63,336,2017
2963,Minami-ke,7.63,1485,2007
10460,Kimi to Boku.,7.64,1387,2011
5530,Pandora Hearts,7.64,571,2009
12021,Poyopoyo Kansatsu Nikki,7.63,5069,2012
19775,Sidonia no Kishi,7.63,1131,2014
32729,Orange,7.63,227,2016
31783,Yowamushi Pedal: New Generation,7.63,2561,2017
38101,5-toubun no Hanayome,7.63,172,2019
50613,Rurouni Kenshin: Meiji Kenkaku Romantan (2023),7.63,1734,2023
240,Genshiken,7.63,1423,2004
50307,Tonikaku Kawaii 2nd Season,7.63,950,2023
21995,Ao Haru Ride,7.63,184,2014
233,Daa! Daa! Daa!,7.63,4711,2000
32977,Aggressive Retsuko,7.62,2148,2016
32717,Aikatsu Stars!,7.62,5141,2016
32979,Flip Flappers,7.62,1343,2016
488,Ichigo Mashimaro,7.62,1991,2005
52211,Mashle,7.62,298,2023
35972,Fairy Tail: Final Series,7.62,442,2018
35067,Osomatsu-san 2nd Season,7.62,3226,2017
50608,Tokyo Revengers: Seiya Kessen-hen,7.62,624,2023
65,Rozen Maiden: Träumend,7.61,2183,2005
49858,Shinigami Bocchan to Kuro Maid 2nd Season,7.62,2358,2023
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,7.62,780,2016
57635,Kamonohashi Ron no Kindan Suiri 2nd Season,7.62,3080,2024
18119,Servant x Service,7.61,1174,2013
9926,Sekaiichi Hatsukoi,7.61,1208,2011
35672,Yama no Susume Third Season,7.61,4605,2018
32836,Senki Zesshou Symphogear AXZ,7.61,3966,2017
856,Utawarerumono,7.61,1488,2006
14941,AKB0048: Next Stage,7.61,4008,2013
32948,Fune wo Amu,7.61,1923,2016
22265,Free! Eternal Summer,7.61,591,2014
21843,Shingeki no Bahamut: Genesis,7.61,593,2014
345,Eikoku Koi Monogatari Emma,7.61,3028,2005
24765,Gakkougurashi!,7.61,530,2015
35079,Kino no Tabi: The Beautiful World - The Animated Series,7.61,1212,2017
42625,Heion Sedai no Idaten-tachi,7.61,1312,2021
1915,Mahou Shoujo Lyrical Nanoha StrikerS,7.61,3274,2007
251,Kyou kara Maou!,7.61,2038,2004
444,Maria-sama ga Miteru: Haru,7.61,4521,2004
28927,Owari no Seraph: Nagoya Kessen-hen,7.61,252,2015
54722,Mahou Shoujo ni Akogarete,7.61,1395,2024
228,Jigoku Shoujo,7.6,697,2005
23755,Nanatsu no Taizai,7.61,32,2014
7592,Nurarihyon no Mago,7.6,947,2010
10278,The iDOLM@STER,7.6,1653,2011
30549,Soukyuu no Fafner: Dead Aggressor - Exodus Part 2,7.6,5786,2015
150,Blood+,7.6,669,2005
3713,Jigoku Shoujo Mitsuganae,7.6,2215,2008
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,7.6,2984,2013
42238,Ani ni Tsukeru Kusuri wa Nai! 4,7.59,4365,2020
36704,Free! Dive to the Future,7.6,1409,2018
49785,Fairy Tail: 100-nen Quest,7.6,1603,2024
60,Chrno Crusade,7.59,1162,2003
1946,Ashita no Nadja,7.59,4162,2003
1690,Bokura no,7.59,1355,2007
39681,D4DJ First Mix,7.59,3628,2020
71,Full Metal Panic!,7.59,473,2002
53881,Arknights: Perish in Frost,7.59,3263,2023
56894,Dragon Ball Daima,7.59,1957,2024
50425,"Fuufu Ijou, Koibito Miman.",7.59,654,2022
53716,Hirogaru Sky! Precure,7.59,6452,2023
37972,Hoshiai no Sora,7.59,1258,2019
1606,Kekkaishi,7.59,2105,2006
24439,Kekkai Sensen,7.59,210,2015
30240,Prison School,7.59,161,2015
53874,Pokemon: Mezase Pokemon Master,7.59,4599,2023
18245,White Album 2,7.59,1050,2013
6444,Tegamibachi,7.59,1978,2009
58488,Sengoku Youko: Senma Konton-hen,7.58,4646,2024
58714,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",7.59,1830,2024
41488,Tensura Nikki: Tensei shitara Slime Datta Ken,7.59,707,2021
24405,World Trigger,7.58,551,2014
39597,Sword Art Online: Alicization - War of Underworld,7.58,257,2019
9441,Yume-iro Pâtissière SP Professional,7.58,3734,2010
47257,Shinigami Bocchan to Kuro Maid,7.58,983,2021
35789,Yowamushi Pedal: Glory Line,7.58,3035,2018
2213,Black Jack (TV),7.58,3948,2004
52193,Akiba Meido Sensou,7.58,1437,2022
25649,Junjou Romantica 3,7.58,1976,2015
34973,Love Live! Sunshine!! 2nd Season,7.58,2022,2017
17249,Pretty Rhythm: Rainbow Live,7.58,5985,2013
2985,Majin Tantei Nougami Neuro,7.57,2884,2007
53590,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,7.57,1898,2024
36474,Sword Art Online: Alicization,7.57,149,2018
15731,Tamayura: More Aggressive,7.57,5098,2013
22101,Soredemo Sekai wa Utsukushii,7.57,803,2014
36470,Tada-kun wa Koi wo Shinai,7.57,851,2018
1699,Romeo x Juliet,7.57,1415,2007
53865,Yozakura-san Chi no Daisakusen,7.57,1731,2024
969,Tsubasa Chronicle 2nd Season,7.57,2031,2006
37869,BanG Dream! 2nd Season,7.57,3454,2019
6702,Fairy Tail,7.57,57,2009
37958,Fukigen na Mononokean Tsuzuki,7.57,3196,2019
41433,Akudama Drive,7.57,526,2020
132,GetBackers,7.56,1961,2002
31931,Full Metal Panic! Invisible Victory,7.57,2243,2018
7647,Arakawa Under the Bridge,7.56,716,2010
4725,Ga-Rei: Zero,7.56,1084,2008
40571,Majo no Tabitabi,7.56,575,2020
50695,MF Ghost,7.56,2613,2023
40221,Kami no Tou,7.56,170,2020
54744,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,7.56,548,2024
56662,Trillion Game,7.56,4423,2024
29854,Ushio to Tora (TV),7.56,1158,2015
57390,Wonderful Precure!,7.56,7392,2024
10495,Yuru Yuri,7.56,760,2011
34561,Re:Creators,7.55,459,2017
5507,Senjou no Valkyria,7.55,1875,2009
34547,Shoukoku no Altair,7.55,2607,2017
39355,Radiant 2nd Season,7.56,2076,2019
21435,Yama no Susume Second Season,7.56,4017,2014
33253,Ajin Part 2,7.55,884,2016
18671,Chuunibyou demo Koi ga Shitai! Ren,7.55,283,2014
55071,Amagami-san Chi no Enmusubi,7.55,2298,2024
48779,Deaimon,7.55,2217,2022
23251,Gugure! Kokkuri-san,7.55,1410,2014
9065,Hakuouki: Hekketsuroku,7.55,2500,2010
37141,Hataraku Saibou,7.55,341,2018
18897,Nisekoi,7.55,130,2014
250,Konjiki no Gash Bell!!,7.55,1879,2003
10161,No.6,7.55,553,2011
51815,Kubo-san wa Mob wo Yurusanai,7.55,1120,2023
51297,Ragna Crimson,7.55,1025,2023
31953,New Game!,7.55,565,2016
584,Noein: Mou Hitori no Kimi e,7.55,2386,2005
22817,Kindaichi Shounen no Jikenbo Returns,7.54,5345,2014
57217,Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,7.55,2330,2024
51105,NieR:Automata Ver1.1a,7.55,820,2023
36754,Kakuriyo no Yadomeshi,7.54,1389,2018
3001,Moyashimon,7.54,2749,2007
50590,Koukyuu no Karasu,7.54,2072,2022
27991,K: Return of Kings,7.54,772,2015
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.54,4809,2004
34577,Nanatsu no Taizai: Imashime no Fukkatsu,7.54,137,2018
40351,Pokemon (2019),7.54,2326,2019
32542,Sakamoto desu ga?,7.54,264,2016
40392,Runway de Waratte,7.54,1848,2020
5162,Minami-ke Okaeri,7.54,2901,2009
23321,Log Horizon 2nd Season,7.55,374,2014
8675,Seitokai Yakuindomo,7.54,484,2010
55528,Yuuki Bakuhatsu Bang Bravern,7.54,4199,2024
16241,"Yondemasu yo, Azazel-san. Z",7.54,3794,2013
2787,Shakugan no Shana II (Second),7.54,862,2007
38578,Star☆Twinkle Precure,7.54,6063,2019
52229,Birdie Wing: Golf Girls' Story Season 2,7.54,4047,2023
43299,Wonder Egg Priority,7.54,262,2021
129,Gensoumaden Saiyuuki,7.54,3189,2000
67,Basilisk: Kouga Ninpou Chou,7.53,1352,2005
2214,Black Jack 21,7.53,6009,2006
17,Hungry Heart: Wild Striker,7.54,4780,2002
880,Aa! Megami-sama! Sorezore no Tsubasa,7.53,2898,2006
54865,Blue Lock vs. U-20 Japan,7.53,880,2024
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.53,76,2015
49613,Chiyu Mahou no Machigatta Tsukaikata,7.53,902,2024
32828,Amaama to Inazuma,7.53,798,2016
42351,Senpai ga Uzai Kouhai no Hanashi,7.54,715,2021
14131,Girls & Panzer,7.53,827,2012
7661,Giant Killing,7.53,2788,2010
56352,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",7.53,1240,2024
52308,Kanojo ga Koushaku-tei ni Itta Riyuu,7.53,1426,2023
3673,Nijuu Mensou no Musume,7.53,4124,2008
708,Patapata Hikousen no Bouken,7.53,7172,2002
51462,Isekai Nonbiri Nouka,7.53,1000,2023
11371,Shin Tennis no Oujisama,7.53,2955,2012
1557,Shounen Onmyouji,7.53,3179,2006
50663,Poputepipikku 2nd Season,7.53,3523,2022
23135,PriPara,7.53,4953,2014
18139,Tonari no Seki-kun,7.53,1073,2014
34902,Tsurezure Children,7.53,289,2017
6802,So Ra No Wo To,7.53,1569,2010
34134,One Punch Man 2nd Season,7.53,56,2019
54726,"Tsuma, Shougakusei ni Naru.",7.53,3008,2024
28677,Yamada-kun to 7-nin no Majo,7.52,253,2015
56165,Boukyaku Battery (TV),7.52,3572,2024
32681,Uchuu Patrol Luluco,7.52,1644,2016
21327,Isshuukan Friends.,7.52,815,2014
37497,Irozuku Sekai no Ashita kara,7.52,745,2018
42590,Mashiro no Oto,7.52,1657,2021
37007,Hinomaruzumou,7.52,1931,2018
53621,Jijou wo Shiranai Tenkousei ga Guigui Kuru.,7.51,2718,2023
53879,Kamonohashi Ron no Kindan Suiri,7.51,1638,2023
209,R.O.D: The TV,7.52,2821,2003
10588,Persona 4 the Animation,7.52,988,2011
51958,Kono Subarashii Sekai ni Bakuen wo!,7.51,701,2023
36038,Net-juu no Susume,7.51,497,2017
24135,Nobunaga Concerto,7.51,3086,2014
1212,Oban Star-Racers,7.51,3298,2006
46093,Shiroi Suna no Aquatope,7.51,1494,2021
33089,Kemono Friends,7.51,2554,2017
10033,Toriko,7.51,1844,2011
177,Tsubasa Chronicle,7.51,1153,2005
8937,Toaru Majutsu no Index II,7.51,524,2010
7627,Mitsudomoe,7.51,2129,2010
481,Yu☆Gi☆Oh! Duel Monsters,7.51,615,2000
40590,Utawarerumono: Futari no Hakuoro,7.51,3868,2022
40540,Sword Art Online: Alicization - War of Underworld 2nd Season,7.51,350,2020
2112,Over Drive,7.51,3648,2007
41120,Fugou Keiji: Balance:Unlimited,7.51,546,2020
4039,Golgo 13 (TV),7.51,3637,2008
6347,Baka to Test to Shoukanjuu,7.5,363,2010
4981,Casshern Sins,7.5,1518,2008
1050,Bobobo-bo Bo-bobo,7.5,2334,2003
31376,Flying Witch,7.5,953,2016
2002,Heroic Age,7.5,2090,2007
270,Hellsing,7.5,288,2001
38790,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.5,415,2020
2026,Hayate no Gotoku!,7.5,1167,2007
33988,Demi-chan wa Kataritai,7.51,584,2017
41694,Hataraku Saibou Black,7.51,1140,2021
3369,Shoubushi Densetsu Tetsuya,7.5,6600,2000
6773,Shakugan no Shana III (Final),7.5,1112,2011
1642,Sugar Sugar Rune,7.5,3604,2005
3470,Special A,7.5,694,2008
49891,Tensei shitara Ken deshita,7.5,833,2022
10216,"Yondemasu yo, Azazel-san. (TV)",7.5,2538,2011
37976,Zombieland Saga,7.5,465,2018
2562,Shion no Ou,7.49,4287,2007
49980,Sugar Apple Fairy Tale,7.49,1764,2023
2608,Wangan Midnight,7.49,3505,2007
15061,Aikatsu!,7.49,3597,2012
29,Zipang,7.49,4909,2004
31821,Arslan Senki (TV): Fuujin Ranbu,7.49,1733,2016
21273,Gochuumon wa Usagi desu ka?,7.49,1109,2014
455,Fantastic Children,7.49,4135,2004
36522,Ling Qi 2,7.49,3407,2018
20031,D-Frag!,7.49,637,2014
8086,Densetsu no Yuusha no Densetsu,7.49,858,2010
26243,Owari no Seraph,7.49,102,2015
40879,Love Live! Nijigasaki Gakuen School Idol Doukoukai,7.48,2598,2020
23269,Hello!! Kiniro Mosaic,7.49,2625,2015
13655,Little Busters!,7.48,903,2012
6634,Sengoku Basara Ni,7.48,2825,2010
54301,Overtake!,7.48,2862,2023
22199,Akame ga Kill!,7.48,30,2014
58516,Ao no Exorcist: Yuki no Hate-hen,7.48,2361,2024
43756,Bakuten!!,7.48,2146,2021
857,Air Gear,7.48,723,2006
31706,Fate/kaleid liner Prisma☆Illya 3rei!!,7.48,1859,2016
12291,Acchi Kocchi,7.47,802,2012
50248,Birdie Wing: Golf Girls' Story,7.47,2848,2022
35015,Ani ni Tsukeru Kusuri wa Nai!,7.47,2236,2017
551,Grappler Baki: Saidai Tournament-hen,7.48,2288,2001
9919,Ao no Exorcist,7.47,41,2011
1614,Captain Tsubasa: Road to 2002,7.47,3069,2001
30694,Dragon Ball Super,7.47,221,2015
34984,Koi wa Ameagari no You ni,7.47,809,2018
35241,Konohana Kitan,7.47,1608,2017
10790,Kore wa Zombie desu ka? of the Dead,7.47,672,2012
37614,Hitoribocchi no Marumaru Seikatsu,7.47,1187,2019
351,Ojamajo Doremi Sharp,7.47,4918,2000
23277,Saenai Heroine no Sodatekata,7.47,325,2015
15793,Senki Zesshou Symphogear G,7.47,3047,2013
352,Motto! Ojamajo Doremi,7.47,4977,2001
22693,Lady Jewelpet,7.47,6331,2014
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.47,345,2019
50221,Shine Post,7.47,4597,2022
55844,Tasogare Out Focus,7.47,3282,2024
3972,Yu☆Gi☆Oh! 5D's,7.47,1705,2008
10378,Shinryaku!? Ika Musume,7.47,2256,2011
8726,Soredemo Machi wa Mawatteiru,7.46,2919,2010
37426,Sarazanmai,7.46,1810,2019
52736,Tensei Oujo to Tensai Reijou no Mahou Kakumei,7.46,1224,2023
226,Elfen Lied,7.46,80,2004
1852,Hidamari Sketch,7.46,2567,2007
39049,Jashin-chan Dropkick',7.46,3253,2020
15451,High School DxD New,7.46,199,2013
11111,Another,7.46,62,2012
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.46,358,2020
10568,Kamisama no Memochou,7.46,1099,2011
19291,Pokemon XY,7.46,1419,2013
40504,Major 2nd 2nd Season,7.46,4965,2020
12487,Kyoukaisenjou no Horizon II,7.46,2543,2012
50287,Kyuuketsuki Sugu Shinu 2,7.45,4048,2023
37984,"Kumo desu ga, Nani ka?",7.45,507,2021
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,7.45,1096,2017
35828,Miira no Kaikata,7.46,1756,2018
37475,Kishuku Gakkou no Juliet,7.45,646,2018
52816,Majo to Yajuu,7.45,1473,2024
34262,Oushitsu Kyoushi Heine,7.45,1687,2017
37975,Piano no Mori (TV) 2nd Season,7.45,3275,2019
5671,Saki,7.45,2353,2009
40685,Super Cub,7.45,1949,2021
56230,Jiisan Baasan Wakagaeru,7.45,1779,2024
21573,Senki Zesshou Symphogear GX,7.45,3453,2015
14227,Tonari no Kaibutsu-kun,7.45,143,2012
16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,7.45,1628,2013
21743,Donten ni Warau,7.45,1860,2014
17729,Grisaia no Kajitsu,7.45,371,2014
35821,Chio-chan no Tsuugakuro,7.45,1967,2018
287,Grappler Baki (TV),7.45,1627,2001
54743,Dead Mount Death Play Part 2,7.44,1821,2023
48542,Do It Yourself!!,7.45,2048,2022
22147,Amagi Brilliant Park,7.45,337,2014
3092,Junjou Romantica,7.44,1029,2008
50197,"Ijiranaide, Nagatoro-san 2nd Attack",7.44,836,2023
587,Hanbun no Tsuki ga Noboru Sora,7.44,2264,2006
39730,Houkago Teibou Nisshi,7.44,2872,2020
39491,Psycho-Pass 3,7.44,924,2019
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.44,502,2020
3420,Shigofumi,7.44,2374,2008
16524,Suisei no Gargantia,7.44,746,2013
355,Shakugan no Shana,7.44,441,2005
59131,"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",7.44,2089,2024
51215,Seijo no Maryoku wa Bannou desu Season 2,7.44,2266,2023
50664,Saihate no Paladin: Tetsusabi no Yama no Ou,7.43,1816,2023
40870,SSSS.Dynazenon,7.43,1771,2021
166,Samurai 7,7.43,1856,2004
18497,Yozakura Quartet: Hana no Uta,7.44,1927,2013
4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,7.43,9433,2005
33731,Gabriel DropOut,7.43,528,2017
12679,Joshiraku,7.43,1417,2012
49930,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,7.43,927,2022
54803,Captain Tsubasa Season 2: Junior Youth-hen,7.43,5751,2023
10257,Pretty Rhythm: Aurora Dream,7.43,4933,2011
42994,Jashin-chan Dropkick X,7.42,3688,2022
51648,Nozomanu Fushi no Boukensha,7.43,1276,2024
58511,Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season,7.43,3907,2024
14467,K,7.42,277,2012
102,Aishiteruze Baby★★,7.43,2225,2004
8217,Jewelpet Twinkle☆,7.42,6067,2010
38804,Kiratto Pri☆chan Season 2,7.42,10087,2019
490,Paniponi Dash!,7.42,2962,2005
54853,Maou 2099,7.42,1928,2024
1608,Salaryman Kintarou,7.42,6734,2001
30736,Shingeki no Bahamut: Virgin Soul,7.42,1060,2017
37890,Oshi ga Budoukan Ittekuretara Shinu,7.42,3498,2020
5262,Shugo Chara!! Doki,7.42,2206,2008
8476,Otome Youkai Zakuro,7.42,1932,2010
8407,Sora no Otoshimono Forte,7.42,905,2010
28979,To LOVE-Ru Darkness 2nd,7.42,995,2015
53516,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu",7.42,1100,2024
